"","sens","modo","pol","classe","data","sigma0"
"910","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.33
"911","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.01
"912","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"913","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.13
"914","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.16
"915","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.16
"916","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"917","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.11
"918","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.38
"919","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.41
"920","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.2
"921","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.15
"922","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.12
"923","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"924","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.21
"925","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.11
"926","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"927","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.2
"928","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"929","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.17
"930","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.2
"931","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.35
"932","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.33
"933","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"934","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.16
"935","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.17
"936","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.18
"937","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.06
"938","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.13
"939","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"940","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.04
"941","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.15
"942","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.38
"943","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.13
"944","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.18
"945","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.29
"946","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"947","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.1
"948","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.09
"949","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.07
"950","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.25
"951","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"952","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.71
"953","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.35
"954","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.1
"955","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.33
"956","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"957","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.08
"958","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.35
"959","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.22
"960","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.12
"961","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"962","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"963","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.13
"964","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.07
"965","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.05
"966","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.09
"967","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.61
"968","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.14
"969","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.1
"970","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.36
"971","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.22
"972","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.28
"973","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.08
"974","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.17
"975","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.39
"976","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.2
"977","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.11
"978","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.06
"979","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.31
"980","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.32
"981","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.08
"982","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.1
"983","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.25
"984","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"985","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.07
"986","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.35
"987","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.17
"988","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.19
"989","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.26
"990","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.28
"991","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.15
"992","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.02
"993","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.41
"994","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.2
"995","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.22
"996","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.27
"997","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.17
"998","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.06
"999","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.16
"1000","R2","S1","HH","macrofitas_flutuantes",2011-11-03,0.23
"1001","R2","S1","HH","solo",2011-07-06,0.16
"1002","R2","S1","HH","solo",2011-07-06,0.49
"1003","R2","S1","HH","solo",2011-07-06,0.14
"1004","R2","S1","HH","solo",2011-07-06,0.72
"1005","R2","S1","HH","solo",2011-07-06,0.18
"1006","R2","S1","HH","solo",2011-07-06,0.19
"1007","R2","S1","HH","solo",2011-07-06,0.13
"1008","R2","S1","HH","solo",2011-07-06,0.35
"1009","R2","S1","HH","solo",2011-07-06,0.22
"1010","R2","S1","HH","solo",2011-07-06,0.18
"1011","R2","S1","HH","solo",2011-07-06,0.12
"1012","R2","S1","HH","solo",2011-07-06,0.19
"1013","R2","S1","HH","solo",2011-07-06,0.15
"1014","R2","S1","HH","solo",2011-07-06,0.05
"1015","R2","S1","HH","solo",2011-07-06,0.18
"1016","R2","S1","HH","solo",2011-07-06,0.13
"1017","R2","S1","HH","solo",2011-07-06,0.18
"1018","R2","S1","HH","solo",2011-07-06,0.2
"1019","R2","S1","HH","solo",2011-07-06,0.1
"1020","R2","S1","HH","solo",2011-07-06,0.2
"1021","R2","S1","HH","solo",2011-07-06,0.17
"1022","R2","S1","HH","solo",2011-07-06,0.15
"1023","R2","S1","HH","solo",2011-07-06,0.49
"1024","R2","S1","HH","solo",2011-07-06,0.13
"1025","R2","S1","HH","solo",2011-07-06,0.12
"1026","R2","S1","HH","solo",2011-07-06,0.11
"1027","R2","S1","HH","solo",2011-07-06,0.25
"1028","R2","S1","HH","solo",2011-07-06,0.07
"1029","R2","S1","HH","solo",2011-07-06,0.35
"1030","R2","S1","HH","solo",2011-07-06,0.26
"1031","R2","S1","HH","solo",2011-07-06,0.23
"1032","R2","S1","HH","solo",2011-07-06,0.38
"1033","R2","S1","HH","solo",2011-07-06,0.18
"1034","R2","S1","HH","solo",2011-07-06,0.1
"1035","R2","S1","HH","solo",2011-07-06,0.34
"1036","R2","S1","HH","solo",2011-07-06,0.13
"1037","R2","S1","HH","solo",2011-07-06,0.16
"1038","R2","S1","HH","solo",2011-07-06,0.04
"1039","R2","S1","HH","solo",2011-07-06,0.24
"1040","R2","S1","HH","solo",2011-07-06,0.08
"1041","R2","S1","HH","solo",2011-07-06,0.27
"1042","R2","S1","HH","solo",2011-07-06,0.17
"1043","R2","S1","HH","solo",2011-07-06,0.14
"1044","R2","S1","HH","solo",2011-07-06,0.18
"1045","R2","S1","HH","solo",2011-07-06,0.11
"1046","R2","S1","HH","solo",2011-07-06,0.39
"1047","R2","S1","HH","solo",2011-07-06,0.15
"1048","R2","S1","HH","solo",2011-07-06,0.23
"1049","R2","S1","HH","solo",2011-07-06,0.14
"1050","R2","S1","HH","solo",2011-07-06,0.21
"1051","R2","S1","HH","solo",2011-07-06,0.2
"1052","R2","S1","HH","solo",2011-07-06,0.48
"1053","R2","S1","HH","solo",2011-07-06,0.32
"1054","R2","S1","HH","solo",2011-07-06,0.13
"1055","R2","S1","HH","solo",2011-07-06,0.15
"1056","R2","S1","HH","solo",2011-07-06,0.3
"1057","R2","S1","HH","solo",2011-07-06,0.12
"1058","R2","S1","HH","solo",2011-07-06,0.18
"1059","R2","S1","HH","solo",2011-07-06,0.28
"1060","R2","S1","HH","solo",2011-07-06,0.18
"1061","R2","S1","HH","solo",2011-07-06,0.07
"1062","R2","S1","HH","solo",2011-07-06,0.14
"1063","R2","S1","HH","solo",2011-07-06,0.41
"1064","R2","S1","HH","solo",2011-07-06,0.13
"1065","R2","S1","HH","solo",2011-07-06,0.08
"1066","R2","S1","HH","solo",2011-07-06,0.27
"1067","R2","S1","HH","solo",2011-07-06,0.04
"1068","R2","S1","HH","solo",2011-07-06,0.17
"1069","R2","S1","HH","solo",2011-07-06,0.15
"1070","R2","S1","HH","solo",2011-07-06,0.13
"1071","R2","S1","HH","solo",2011-07-06,0.32
"1072","R2","S1","HH","solo",2011-07-06,0.22
"1073","R2","S1","HH","solo",2011-07-06,0.27
"1074","R2","S1","HH","solo",2011-07-06,0.05
"1075","R2","S1","HH","solo",2011-07-06,0.14
"1076","R2","S1","HH","solo",2011-07-06,0.08
"1077","R2","S1","HH","solo",2011-07-06,0.26
"1078","R2","S1","HH","solo",2011-07-06,0.09
"1079","R2","S1","HH","solo",2011-07-06,0.15
"1080","R2","S1","HH","solo",2011-07-06,0.25
"1081","R2","S1","HH","solo",2011-07-06,0.15
"1082","R2","S1","HH","solo",2011-07-06,0.2
"1083","R2","S1","HH","solo",2011-07-06,0.05
"1084","R2","S1","HH","solo",2011-07-06,0.08
"1085","R2","S1","HH","solo",2011-07-06,0.36
"1086","R2","S1","HH","solo",2011-07-06,0.06
"1087","R2","S1","HH","solo",2011-07-06,0.07
"1088","R2","S1","HH","solo",2011-07-06,0.05
"1089","R2","S1","HH","solo",2011-07-06,0.18
"1090","R2","S1","HH","solo",2011-07-06,0.49
"1091","R2","S1","HH","solo",2011-07-06,0.12
"1092","R2","S1","HH","solo",2011-07-06,0.09
"1093","R2","S1","HH","solo",2011-07-06,0.22
"1094","R2","S1","HH","solo",2011-07-06,0.21
"1095","R2","S1","HH","solo",2011-07-06,0.38
"1096","R2","S1","HH","solo",2011-07-06,0.09
"1097","R2","S1","HH","solo",2011-07-06,0.09
"1098","R2","S1","HH","solo",2011-07-06,0.28
"1099","R2","S1","HH","solo",2011-07-06,0.97
"1100","R2","S1","HH","solo",2011-07-06,0.04
"1101","R2","S1","HH","solo",2011-11-03,0.07
"1102","R2","S1","HH","solo",2011-11-03,0.45
"1103","R2","S1","HH","solo",2011-11-03,0.2
"1104","R2","S1","HH","solo",2011-11-03,0.11
"1105","R2","S1","HH","solo",2011-11-03,0.25
"1106","R2","S1","HH","solo",2011-11-03,0.31
"1107","R2","S1","HH","solo",2011-11-03,0.27
"1108","R2","S1","HH","solo",2011-11-03,0.4
"1109","R2","S1","HH","solo",2011-11-03,0.19
"1110","R2","S1","HH","solo",2011-11-03,0.24
"1111","R2","S1","HH","solo",2011-11-03,0.2
"1112","R2","S1","HH","solo",2011-11-03,0.23
"1113","R2","S1","HH","solo",2011-11-03,0.09
"1114","R2","S1","HH","solo",2011-11-03,0.23
"1115","R2","S1","HH","solo",2011-11-03,0.1
"1116","R2","S1","HH","solo",2011-11-03,0.05
"1117","R2","S1","HH","solo",2011-11-03,0.22
"1118","R2","S1","HH","solo",2011-11-03,0.27
"1119","R2","S1","HH","solo",2011-11-03,0.13
"1120","R2","S1","HH","solo",2011-11-03,0.24
"1121","R2","S1","HH","solo",2011-11-03,0.17
"1122","R2","S1","HH","solo",2011-11-03,0.09
"1123","R2","S1","HH","solo",2011-11-03,0.12
"1124","R2","S1","HH","solo",2011-11-03,0.03
"1125","R2","S1","HH","solo",2011-11-03,0.08
"1126","R2","S1","HH","solo",2011-11-03,0.22
"1127","R2","S1","HH","solo",2011-11-03,0.18
"1128","R2","S1","HH","solo",2011-11-03,0.13
"1129","R2","S1","HH","solo",2011-11-03,0.21
"1130","R2","S1","HH","solo",2011-11-03,0.1
"1131","R2","S1","HH","solo",2011-11-03,0.18
"1132","R2","S1","HH","solo",2011-11-03,0.25
"1133","R2","S1","HH","solo",2011-11-03,0.07
"1134","R2","S1","HH","solo",2011-11-03,0.05
"1135","R2","S1","HH","solo",2011-11-03,0.2
"1136","R2","S1","HH","solo",2011-11-03,0.24
"1137","R2","S1","HH","solo",2011-11-03,0.19
"1138","R2","S1","HH","solo",2011-11-03,0.09
"1139","R2","S1","HH","solo",2011-11-03,0.09
"1140","R2","S1","HH","solo",2011-11-03,0.09
"1141","R2","S1","HH","solo",2011-11-03,0.35
"1142","R2","S1","HH","solo",2011-11-03,0.12
"1143","R2","S1","HH","solo",2011-11-03,0.04
"1144","R2","S1","HH","solo",2011-11-03,0.39
"1145","R2","S1","HH","solo",2011-11-03,0.28
"1146","R2","S1","HH","solo",2011-11-03,0.16
"1147","R2","S1","HH","solo",2011-11-03,0.13
"1148","R2","S1","HH","solo",2011-11-03,0.32
"1149","R2","S1","HH","solo",2011-11-03,0.22
"1150","R2","S1","HH","solo",2011-11-03,0.25
"1151","R2","S1","HH","solo",2011-11-03,0.23
"1152","R2","S1","HH","solo",2011-11-03,0.1
"1153","R2","S1","HH","solo",2011-11-03,0.14
"1154","R2","S1","HH","solo",2011-11-03,0.17
"1155","R2","S1","HH","solo",2011-11-03,0.07
"1156","R2","S1","HH","solo",2011-11-03,0.28
"1157","R2","S1","HH","solo",2011-11-03,0.27
"1158","R2","S1","HH","solo",2011-11-03,0.11
"1159","R2","S1","HH","solo",2011-11-03,0.16
"1160","R2","S1","HH","solo",2011-11-03,0.14
"1161","R2","S1","HH","solo",2011-11-03,0.17
"1162","R2","S1","HH","solo",2011-11-03,0.17
"1163","R2","S1","HH","solo",2011-11-03,0.18
"1164","R2","S1","HH","solo",2011-11-03,0.11
"1165","R2","S1","HH","solo",2011-11-03,0.19
"1166","R2","S1","HH","solo",2011-11-03,0.23
"1167","R2","S1","HH","solo",2011-11-03,0.25
"1168","R2","S1","HH","solo",2011-11-03,0.29
"1169","R2","S1","HH","solo",2011-11-03,0.07
"1170","R2","S1","HH","solo",2011-11-03,0.11
"1171","R2","S1","HH","solo",2011-11-03,0.11
"1172","R2","S1","HH","solo",2011-11-03,0.22
"1173","R2","S1","HH","solo",2011-11-03,0.11
"1174","R2","S1","HH","solo",2011-11-03,0.1
"1175","R2","S1","HH","solo",2011-11-03,0.27
"1176","R2","S1","HH","solo",2011-11-03,0.42
"1177","R2","S1","HH","solo",2011-11-03,0.09
"1178","R2","S1","HH","solo",2011-11-03,0.38
"1179","R2","S1","HH","solo",2011-11-03,0.11
"1180","R2","S1","HH","solo",2011-11-03,0.03
"1181","R2","S1","HH","solo",2011-11-03,0.08
"1182","R2","S1","HH","solo",2011-11-03,0.28
"1183","R2","S1","HH","solo",2011-11-03,0.18
"1184","R2","S1","HH","solo",2011-11-03,0.06
"1185","R2","S1","HH","solo",2011-11-03,0.22
"1186","R2","S1","HH","solo",2011-11-03,0.16
"1187","R2","S1","HH","solo",2011-11-03,0.15
"1188","R2","S1","HH","solo",2011-11-03,0.22
"1189","R2","S1","HH","solo",2011-11-03,0.25
"1190","R2","S1","HH","solo",2011-11-03,0.11
"1191","R2","S1","HH","solo",2011-11-03,0.33
"1192","R2","S1","HH","solo",2011-11-03,0.18
"1193","R2","S1","HH","solo",2011-11-03,0.15
"1194","R2","S1","HH","solo",2011-11-03,0.19
"1195","R2","S1","HH","solo",2011-11-03,0.4
"1196","R2","S1","HH","solo",2011-11-03,0.23
"1197","R2","S1","HH","solo",2011-11-03,0.1
"1198","R2","S1","HH","solo",2011-11-03,0.22
"1199","R2","S1","HH","solo",2011-11-03,0.2
"1200","R2","S1","HH","solo",2011-11-03,0.12
"1201","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.38
"1202","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.52
"1203","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.19
"1204","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.39
"1205","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.28
"1206","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.5
"1207","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.3
"1208","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.28
"1209","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.28
"1210","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.48
"1211","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.37
"1212","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.96
"1213","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.27
"1214","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.62
"1215","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.34
"1216","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.27
"1217","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.29
"1218","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.53
"1219","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.11
"1220","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.35
"1221","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.18
"1222","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.7
"1223","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.61
"1224","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.29
"1225","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.54
"1226","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.11
"1227","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.84
"1228","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.41
"1229","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.5
"1230","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.17
"1231","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.45
"1232","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.46
"1233","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.17
"1234","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.88
"1235","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.23
"1236","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.42
"1237","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.34
"1238","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.44
"1239","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.46
"1240","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.41
"1241","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.32
"1242","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.35
"1243","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.68
"1244","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.26
"1245","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.64
"1246","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.92
"1247","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.2
"1248","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.19
"1249","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.35
"1250","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.2
"1251","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.46
"1252","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.52
"1253","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.36
"1254","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.44
"1255","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.57
"1256","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.34
"1257","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.29
"1258","R2","S1","HH","arbustos_inundaveis",2011-07-06,1.04
"1259","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.51
"1260","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.41
"1261","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.32
"1262","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.33
"1263","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.31
"1264","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.48
"1265","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.39
"1266","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.63
"1267","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.24
"1268","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.31
"1269","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.25
"1270","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.73
"1271","R2","S1","HH","arbustos_inundaveis",2011-07-06,1.49
"1272","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.22
"1273","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.46
"1274","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.12
"1275","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.46
"1276","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.34
"1277","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.23
"1278","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.7
"1279","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.4
"1280","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.5
"1281","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.42
"1282","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.43
"1283","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.44
"1284","R2","S1","HH","arbustos_inundaveis",2011-07-06,1.31
"1285","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.83
"1286","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.46
"1287","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.12
"1288","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.28
"1289","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.65
"1290","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.21
"1291","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.58
"1292","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.5
"1293","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.56
"1294","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.57
"1295","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.26
"1296","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.33
"1297","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.3
"1298","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.58
"1299","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.36
"1300","R2","S1","HH","arbustos_inundaveis",2011-07-06,0.47
"1301","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.34
"1302","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.13
"1303","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.25
"1304","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.22
"1305","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.09
"1306","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.25
"1307","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.22
"1308","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.79
"1309","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.21
"1310","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.23
"1311","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.09
"1312","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.42
"1313","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.48
"1314","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.14
"1315","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.27
"1316","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.16
"1317","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.34
"1318","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.22
"1319","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.18
"1320","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.29
"1321","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.23
"1322","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.22
"1323","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.27
"1324","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.24
"1325","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.17
"1326","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.2
"1327","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.38
"1328","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.36
"1329","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.23
"1330","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.27
"1331","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.46
"1332","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.39
"1333","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.15
"1334","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.4
"1335","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.09
"1336","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.24
"1337","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.14
"1338","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.65
"1339","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.85
"1340","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.5
"1341","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.35
"1342","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.24
"1343","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.52
"1344","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.32
"1345","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.1
"1346","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.1
"1347","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.15
"1348","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.37
"1349","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.24
"1350","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.23
"1351","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.13
"1352","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.21
"1353","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.12
"1354","R2","S1","HH","arbustos_inundaveis",2011-11-03,0.42
